prompt,project code,project_status,project name,Approval date,Code Questions
P-LR-K00-012 represents ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAM (EGCSP) happening in Liberia which has status as Completed ->,P-LR-K00-012,Completed,Economic governance and competitiveness support program (egcsp) happening in liberia,21-Jun-2011.,Details regarding project P-LR-K00-012
P-TN-DB0-012 represents CONSTRUCTION LIAISON AUTOROUTIERE GABES-RAS-JEDIR happening in Tunisia which has status as Ongoing ->,P-TN-DB0-012,Ongoing,Construction liaison autoroutiere gabes-ras-jedir happening in tunisia,21-Jun-2011.,Details regarding project P-TN-DB0-012
P-CI-IZ0-001 represents PRGRAMME D'URGENCE DE RESTAURATION DES SERVICES SOCIAUX ET ADMINISTRATIFS DE BASE (PURSSAB) happening in Côte D'Ivoire which has status as Completed ->,P-CI-IZ0-001,Completed,Prgramme d'urgence de restauration des services sociaux et administratifs de base (purssab) happening in côte d'ivoire,03-Jun-2011.,Details regarding project P-CI-IZ0-001
P-CI-IZ0-002 represents PROGRAMME D'URGENCE POUR LA RESTAURATION DES SERVICES SOCIAUX ET ADMINISTRATIFS DE BASE (PURSSAB) happening in Côte D'Ivoire which has status as Closed ->,P-CI-IZ0-002,Closed,Programme d'urgence pour la restauration des services sociaux et administratifs de base (purssab) happening in côte d'ivoire,03-Jun-2011.,Details regarding project P-CI-IZ0-002
P-MU-K00-006 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in Mauritius which has status as Completed ->,P-MU-K00-006,Completed,Statistical capacity building program phase ii (scb-ii) happening in mauritius,03-Jun-2011.,Details regarding project P-MU-K00-006
P-TN-IZ0-001 represents PROGRAMME D’APPUI A LA GOUVERNANCE ET AU DEVELOPPEMENT INCLUSIFS happening in Tunisia which has status as Completed ->,P-TN-IZ0-001,Completed,Programme d’appui a la gouvernance et au developpement inclusifs happening in tunisia,30-May-2011.,Details regarding project P-TN-IZ0-001
P-ZA-F00-002 represents ESKOM RENEWABLE ENERGY - SERE WIND happening in South Africa which has status as Completed ->,P-ZA-F00-002,Completed,Eskom renewable energy - sere wind happening in south africa,30-May-2011.,Details regarding project P-ZA-F00-002
P-Z1-EAZ-030 represents SHIRE ZAMBEZI WATERWAY happening in Multinational which has status as Closed ->,P-Z1-EAZ-030,Closed,Shire zambezi waterway happening in multinational,27-May-2011.,Details regarding project P-Z1-EAZ-030
P-BI-K00-008 represents PROGRAMME APPUI REFORMES ECONOMIQUES IV happening in Burundi which has status as Closed ->,P-BI-K00-008,Closed,Programme appui reformes economiques iv happening in burundi,26-May-2011.,Details regarding project P-BI-K00-008
P-NG-HAA-002 represents DOMESTIC-ORIENTED SME FINANCING PROGRAM happening in Nigeria which has status as Ongoing ->,P-NG-HAA-002,Ongoing,Domestic-oriented sme financing program happening in nigeria,26-May-2011.,Details regarding project P-NG-HAA-002
P-NG-HAA-003 represents EXPORT-ORIENTED SME FINANCING PROGRAM happening in Nigeria which has status as Ongoing ->,P-NG-HAA-003,Ongoing,Export-oriented sme financing program happening in nigeria,26-May-2011.,Details regarding project P-NG-HAA-003
P-EG-K00-007 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in Egypt which has status as Closed ->,P-EG-K00-007,Closed,Statistical capacity building program phase ii (scb-ii) happening in egypt,20-May-2011.,Details regarding project P-EG-K00-007
P-Z1-C00-028 represents PROJET PILOTE REDD INTÉGRÉ D'ISANGI happening in Multinational which has status as Completed ->,P-Z1-C00-028,Completed,Projet pilote redd intégré d'isangi happening in multinational,19-May-2011.,Details regarding project P-Z1-C00-028
P-Z1-C00-038 represents APPUI AU PROGRAMME ÉLARGI DE FORMATION EN GESTION DES RESSOURCES NATURELLES DANS LE BASSIN DU CONGO happening in Multinational which has status as Closed ->,P-Z1-C00-038,Closed,Appui au programme élargi de formation en gestion des ressources naturelles dans le bassin du congo happening in multinational,19-May-2011.,Details regarding project P-Z1-C00-038
P-ZA-B00-001 represents KALAGADI INDUSRTRIAL BENEFICIATION PROJECT happening in South Africa which has status as Ongoing ->,P-ZA-B00-001,Ongoing,Kalagadi indusrtrial beneficiation project happening in south africa,18-May-2011.,Details regarding project P-ZA-B00-001
P-GN-KF0-002 represents PROGRAMME D’APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES (PAREF) happening in Guinea which has status as Completed ->,P-GN-KF0-002,Completed,Programme d’appui aux reformes economiques et financieres (paref) happening in guinea,18-May-2011.,Details regarding project P-GN-KF0-002
P-Z1-C00-037 represents L'APPUI À LA GESTION DURABLE DES RESSOURCES FORESTIÈRES DU GABON happening in Multinational which has status as Completed ->,P-Z1-C00-037,Completed,L'appui à la gestion durable des ressources forestières du gabon happening in multinational,18-May-2011.,Details regarding project P-Z1-C00-037
P-ZA-B00-002 represents KALAGADI INDUSRTRIAL BENEFICIATION PROJECT - STANDBY FACILITY happening in South Africa which has status as Approved ->,P-ZA-B00-002,Approved,Kalagadi indusrtrial beneficiation project - standby facility happening in south africa,18-May-2011.,Details regarding project P-ZA-B00-002
P-EG-F00-002 represents IMPROV. OPER. EFF. EXIST. POWER PLANTS happening in Egypt which has status as Completed ->,P-EG-F00-002,Completed,Improv. oper. eff. exist. power plants happening in egypt,16-May-2011.,Details regarding project P-EG-F00-002
P-EG-FE0-004 represents STUDYING INTEGRATION WIND POWER happening in Egypt which has status as Completed ->,P-EG-FE0-004,Completed,Studying integration wind power happening in egypt,16-May-2011.,Details regarding project P-EG-FE0-004
P-UG-AB0-003 represents COMMUNITY AGRICULTUAL INFRASTRUCTURE IMPROVEMENT PROGRAMME - PROJECT 3 (CAIIP-3) happening in Uganda which has status as Closed ->,P-UG-AB0-003,Closed,Community agricultual infrastructure improvement programme - project 3 (caiip-3) happening in uganda,03-May-2011.,Details regarding project P-UG-AB0-003
P-SC-GB0-002 represents SEYCHELLES SUBMARINE CABLE PROJECT happening in Seychelles which has status as Ongoing ->,P-SC-GB0-002,Ongoing,Seychelles submarine cable project happening in seychelles,27-Apr-2011.,Details regarding project P-SC-GB0-002
P-Z1-C00-032 represents PROJET PILOTE REDD GEOGRAPHIQUEMENT INTEGRE DE MAMBASA happening in Multinational which has status as Completed ->,P-Z1-C00-032,Completed,Projet pilote redd geographiquement integre de mambasa happening in multinational,27-Apr-2011.,Details regarding project P-Z1-C00-032
P-LR-KA0-003 represents EMERGENCY ASSISTANCE FOR HUMANITARIAN RELIEF AT THE LIBERIA-COTE D’IVOIRE BORDER happening in Liberia which has status as Completed ->,P-LR-KA0-003,Completed,Emergency assistance for humanitarian relief at the liberia-cote d’ivoire border happening in liberia,25-Apr-2011.,Details regarding project P-LR-KA0-003
P-CD-KF0-004 represents STRATEGIE NATIONALE DE DEVELOPPEMENT DE LA STATISTIQUE happening in Dem Rep Congo which has status as Closed ->,P-CD-KF0-004,Closed,Strategie nationale de developpement de la statistique happening in dem rep congo,19-Apr-2011.,Details regarding project P-CD-KF0-004
P-SC-K00-002 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in Seychelles which has status as Completed ->,P-SC-K00-002,Completed,Statistical capacity building program phase ii (scb-ii) happening in seychelles,13-Apr-2011.,Details regarding project P-SC-K00-002
P-SL-AAG-002 represents ADDAX BIOENERGY PROJECT happening in Sierra Leone which has status as Closed ->,P-SL-AAG-002,Closed,Addax bioenergy project happening in sierra leone,08-Apr-2011.,Details regarding project P-SL-AAG-002
P-ZW-E00-002 represents URGENT WATER SUP. & SAN. REHABILITATION happening in Zimbabwe which has status as Completed ->,P-ZW-E00-002,Completed,Urgent water sup. & san. rehabilitation happening in zimbabwe,07-Apr-2011.,Details regarding project P-ZW-E00-002
P-TN-K00-006 represents STATISTICA CAPACITY BUILDING PROGRAM PHASE II (SCB II) happening in Tunisia which has status as Completed ->,P-TN-K00-006,Completed,Statistica capacity building program phase ii (scb ii) happening in tunisia,30-Mar-2011.,Details regarding project P-TN-K00-006
P-Z1-DB0-071 represents MULTINATIONAL ROAD DOUSSALA-DOLISIE happening in Multinational which has status as Completed ->,P-Z1-DB0-071,Completed,Multinational road doussala-dolisie happening in multinational,28-Mar-2011.,Details regarding project P-Z1-DB0-071
P-ET-DA0-008 represents ETHIOPIAN AIRLINES CORPORATE LOAN happening in Ethiopia which has status as Ongoing ->,P-ET-DA0-008,Ongoing,Ethiopian airlines corporate loan happening in ethiopia,23-Mar-2011.,Details regarding project P-ET-DA0-008
P-ET-DA0-009 represents ETHIOPIAN AIRLINES INCORPORATE LOAN happening in Ethiopia which has status as Ongoing ->,P-ET-DA0-009,Ongoing,Ethiopian airlines incorporate loan happening in ethiopia,23-Mar-2011.,Details regarding project P-ET-DA0-009
P-ET-DA0-010 represents ETHIOPIAN AIRLINES TRANCHE 3 happening in Ethiopia which has status as Ongoing ->,P-ET-DA0-010,Ongoing,Ethiopian airlines tranche 3 happening in ethiopia,23-Mar-2011.,Details regarding project P-ET-DA0-010
P-MA-K00-009 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in Morocco which has status as Approved ->,P-MA-K00-009,Approved,Statistical capacity building program phase ii (scb-ii) happening in morocco,15-Mar-2011.,Details regarding project P-MA-K00-009
P-MA-IA0-005 represents MIC-ETUDE SUR LA STRATEGIE DE DEVELOPPEMENT DE L'ENSEIGNEMENT ET LA FORMATION PRIVEE happening in Morocco which has status as Completed ->,P-MA-IA0-005,Completed,Mic-etude sur la strategie de developpement de l'enseignement et la formation privee happening in morocco,11-Mar-2011.,Details regarding project P-MA-IA0-005
P-TN-IZ0-002 represents ASSISTANCE HUMANITAIRE A LA FRONTIERE TUNISO-LIBYENNE happening in Tunisia which has status as Completed ->,P-TN-IZ0-002,Completed,Assistance humanitaire a la frontiere tuniso-libyenne happening in tunisia,11-Mar-2011.,Details regarding project P-TN-IZ0-002
P-KM-KF0-004 represents SUPPORT TO THE FINALISATION OF THE PRSP happening in Comoros which has status as Completed ->,P-KM-KF0-004,Completed,Support to the finalisation of the prsp happening in comoros,25-Feb-2011.,Details regarding project P-KM-KF0-004
P-TG-KF0-001 represents CAPACITY BUILDING & TA SUPPORT IN STRATEGIC PLANNING AND MANAGEMENT AT THE PRESIDENCY happening in Togo which has status as Ongoing ->,P-TG-KF0-001,Ongoing,Capacity building & ta support in strategic planning and management at the presidency happening in togo,25-Feb-2011.,Details regarding project P-TG-KF0-001
P-SL-EA0-001 represents THREE TOWNS WATER SUPPLY PROJECT happening in Sierra Leone which has status as Ongoing ->,P-SL-EA0-001,Ongoing,Three towns water supply project happening in sierra leone,23-Feb-2011.,Details regarding project P-SL-EA0-001
P-AO-IE0-001 represents CAPACITY BUILDING FOR POVERTY REDUCTION happening in Angola which has status as Closed ->,P-AO-IE0-001,Closed,Capacity building for poverty reduction happening in angola,23-Feb-2011.,Details regarding project P-AO-IE0-001
P-Z1-HAA-032 represents BOAD- OCTROI D'UNE LIGNE DE CRÉDIT happening in Multinational which has status as Ongoing ->,P-Z1-HAA-032,Ongoing,Boad- octroi d'une ligne de crédit happening in multinational,23-Feb-2011.,Details regarding project P-Z1-HAA-032
P-MA-AAZ-005 represents MIC - APPUI TECHNIQUE AU DEVELOPPEMENT DES INFRASTRUCTURE D'IRRIGATION happening in Morocco which has status as Completed ->,P-MA-AAZ-005,Completed,Mic - appui technique au developpement des infrastructure d'irrigation happening in morocco,21-Feb-2011.,Details regarding project P-MA-AAZ-005
P-TG-KF0-002 represents GRANT TO FINANCE THE BUDGET OF THE PIU happening in Togo which has status as Ongoing ->,P-TG-KF0-002,Ongoing,Grant to finance the budget of the piu happening in togo,18-Feb-2011.,Details regarding project P-TG-KF0-002
P-GN-I00-004 represents PROJET DE DEVELOPPEMENT SOCIAL DURABLE EN HAUTE & MOYENNE GUINEE PHASE II happening in Guinea which has status as Completed ->,P-GN-I00-004,Completed,Projet de developpement social durable en haute & moyenne guinee phase ii happening in guinea,09-Feb-2011.,Details regarding project P-GN-I00-004
P-GA-IBD-003 represents MIC - REALISATION DE L'ENQUÊTE DEMOGRAPHIQUE ET DE SANTE 2010 happening in Gabon which has status as Completed ->,P-GA-IBD-003,Completed,Mic - realisation de l'enquête demographique et de sante 2010 happening in gabon,04-Feb-2011.,Details regarding project P-GA-IBD-003
P-RW-FG0-001 represents KIVU WATT happening in Rwanda which has status as Ongoing ->,P-RW-FG0-001,Ongoing,Kivu watt happening in rwanda,03-Feb-2011.,Details regarding project P-RW-FG0-001
P-ZA-HAA-009 represents FIFTH LINE OF CREDIT TO DEVELOPMENT BANK OF SOUTHERN AFRICA (DBSA - LOC 5) happening in South Africa which has status as Ongoing ->,P-ZA-HAA-009,Ongoing,Fifth line of credit to development bank of southern africa (dbsa - loc 5) happening in south africa,03-Feb-2011.,Details regarding project P-ZA-HAA-009
P-CF-KF0-001 represents PROJET D'APPUI AU RENFORCEMENT DES CAPACITES DE GESTION ECONOMIQUE ET FINANCIERE (PARCGEF) happening in Centrafrique which has status as Completed ->,P-CF-KF0-001,Completed,Projet d'appui au renforcement des capacites de gestion economique et financiere (parcgef) happening in centrafrique,31-Jan-2011.,Details regarding project P-CF-KF0-001
P-DJ-IE0-003 represents PREPUD II.¨FONDS SUPPLEMENTAIRE D'APPUI AU PROJET DE REDUCTION DE LA PAUVRETE happening in Djibouti which has status as Completed ->,P-DJ-IE0-003,Completed,Prepud ii.¨fonds supplementaire d'appui au projet de reduction de la pauvrete happening in djibouti,31-Jan-2011.,Details regarding project P-DJ-IE0-003
P-GN-K00-007 represents PROJET D'APPUI AU RENFORCEMENT DES CAPACITES DE GESTION ECONOMIQUE ET FINANCIERE (PARCGEF) happening in Guinea which has status as Completed ->,P-GN-K00-007,Completed,Projet d'appui au renforcement des capacites de gestion economique et financiere (parcgef) happening in guinea,31-Jan-2011.,Details regarding project P-GN-K00-007
P-SN-AAC-003 represents PROJET D'APPUI A LA PETITE IRRIGATION LOCALE - PRET SUPPLEMENTAIRE happening in Senegal which has status as Completed ->,P-SN-AAC-003,Completed,Projet d'appui a la petite irrigation locale - pret supplementaire happening in senegal,31-Jan-2011.,Details regarding project P-SN-AAC-003
P-TD-C00-002 represents PRET SUPPLEMENTAIRE DU PGRN happening in Chad which has status as Closed ->,P-TD-C00-002,Closed,Pret supplementaire du pgrn happening in chad,31-Jan-2011.,Details regarding project P-TD-C00-002
P-Z1-HAA-039 represents TECHNICAL ASSISTANCE FAPA SDG (PE) happening in Multinational which has status as Approved ->,P-Z1-HAA-039,Approved,Technical assistance fapa sdg (pe) happening in multinational,27-Jan-2011.,Details regarding project P-Z1-HAA-039
P-SO-IZ0-002 represents EMERGENCY RELIEF ASSISTANCE FOR VULNERABLE COMMUNITIES AFFECTED BY THE HUMANITARIAN CRISIS happening in Somalia which has status as Completed ->,P-SO-IZ0-002,Completed,Emergency relief assistance for vulnerable communities affected by the humanitarian crisis happening in somalia,26-Jan-2011.,Details regarding project P-SO-IZ0-002
P-CD-KZ0-004 represents PROJET DE MOBILISATION DE RESSOURCES HUMAINES DE L'ADMINISTRATION PUBLIQUE happening in Dem Rep Congo which has status as Completed ->,P-CD-KZ0-004,Completed,Projet de mobilisation de ressources humaines de l'administration publique happening in dem rep congo,21-Jan-2011.,Details regarding project P-CD-KZ0-004
P-GA-AAB-004 represents PRO. APPUI DEV. INF. RIZ - MIC (PADIACN) happening in Gabon which has status as Completed ->,P-GA-AAB-004,Completed,Pro. appui dev. inf. riz - mic (padiacn) happening in gabon,20-Jan-2011.,Details regarding project P-GA-AAB-004
P-MA-H00-002 represents PROJET D'APPUI À L'AMÉLIORATION DU SYSTÈME DE GARANTIE AU MAROC happening in Morocco which has status as Completed ->,P-MA-H00-002,Completed,Projet d'appui à l'amélioration du système de garantie au maroc happening in morocco,19-Jan-2011.,Details regarding project P-MA-H00-002
P-Z1-FA0-029 represents ETUDE DE LA LIGNE D'INTERCONNECTION GUINEE-MALI (FOMI) happening in Multinational which has status as Completed ->,P-Z1-FA0-029,Completed,Etude de la ligne d'interconnection guinee-mali (fomi) happening in multinational,12-Jan-2011.,Details regarding project P-Z1-FA0-029
