Question,Answer
Details regarding project P-GH-IAE-001,The project named development of skills for industry project (dsip) happening in ghana with code P-GH-IAE-001 was approved on 20-Jun-2012 with the current project status as Ongoing
Details regarding project P-ZA-HAA-011,The project named land and agricultural development bank of south africa happening in south africa with code P-ZA-HAA-011 was approved on 20-Jun-2012 with the current project status as Ongoing
Details regarding project P-CD-AAD-002,The project named plan d'investissement forestier happening in dem rep congo with code P-CD-AAD-002 was approved on 19-Jun-2012 with the current project status as Completed
Details regarding project P-CD-DB0-002,The project named projet de rehabilitation de la route batshamba-tshikapa – lot 2 happening in dem rep congo with code P-CD-DB0-002 was approved on 13-Jun-2012 with the current project status as Completed
Details regarding project P-MA-FA0-003,The project named pieher - electrification rurale (perg) happening in morocco with code P-MA-FA0-003 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-MA-FA0-004,The project named pieher - parc éolien de tanger ii happening in morocco with code P-MA-FA0-004 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-MA-FA0-005,The project named pieher - parc eolien de koudia el badia(ouvrages réseaux) happening in morocco with code P-MA-FA0-005 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-MA-FA0-006,The project named pieher- step d'abdelmoumen happening in morocco with code P-MA-FA0-006 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-ZM-FA0-003,The project named power transmission project happening in zambia with code P-ZM-FA0-003 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-ZM-FAB-004,The project named itezhi-tezhi hydropower project happening in zambia with code P-ZM-FAB-004 was approved on 13-Jun-2012 with the current project status as Ongoing
Details regarding project P-TZ-HB0-001,The project named fapa grant to enterprise financial centres did tanzania happening in tanzania with code P-TZ-HB0-001 was approved on 05-Jun-2012 with the current project status as Completed
Details regarding project P-UG-HB0-001,The project named fapa grant to enterprise financial centres did uganda happening in uganda with code P-UG-HB0-001 was approved on 05-Jun-2012 with the current project status as Completed
Details regarding project P-CG-AA0-013,The project named aide humainitaire d'urgemce happening in congo cg with code P-CG-AA0-013 was approved on 30-May-2012 with the current project status as Completed
Details regarding project P-KM-AA0-006,The project named aide humanitaire urgence victimes inondations happening in comoros with code P-KM-AA0-006 was approved on 24-May-2012 with the current project status as Completed
Details regarding project P-MA-FF0-001,The project named complexe solaire ouarzazate - phase i - centrale noor i happening in morocco with code P-MA-FF0-001 was approved on 16-May-2012 with the current project status as Completed
Details regarding project P-Z1-IA0-009,The project named mainstreaming managing for development results in rmc : mfdr (afcop) happening in multinational with code P-Z1-IA0-009 was approved on 16-May-2012 with the current project status as Completed
Details regarding project P-Z1-EAZ-031,The project named baro-akobo water res. devpt study happening in multinational with code P-Z1-EAZ-031 was approved on 04-May-2012 with the current project status as Completed
Details regarding project P-LR-A00-003,The project named smallholder agricultural productivity enhancement and commercialization (sapec) happening in liberia with code P-LR-A00-003 was approved on 02-May-2012 with the current project status as Ongoing
Details regarding project P-CM-C00-035,The project named projet de réhabilitation et de gestion durable de la zone d’intérêt biologique de tcheboa happening in cameroon with code P-CM-C00-035 was approved on 26-Apr-2012 with the current project status as Completed
Details regarding project P-CD-KF0-001,The project named projet d'appui a la modernisation des finances publiques (pam-fp) happening in dem rep congo with code P-CD-KF0-001 was approved on 25-Apr-2012 with the current project status as Completed
Details regarding project P-TD-IBE-003,The project named aide humanitaire d’urgence pour la lutte contre l'epidemie de cholera happening in chad with code P-TD-IBE-003 was approved on 19-Apr-2012 with the current project status as Closed
Details regarding project P-Z1-C00-047,The project named renforcement de la contribution des produits forestiers non ligneux à la sécurité alimentaire en happening in multinational with code P-Z1-C00-047 was approved on 13-Apr-2012 with the current project status as Completed
Details regarding project P-TZ-DB0-019,The project named road sector support project phase ii happening in tanzania with code P-TZ-DB0-019 was approved on 08-Apr-2012 with the current project status as Completed
Details regarding project P-Z1-FA0-049,The project named electrification transfront.ceeac phase 2 happening in multinational with code P-Z1-FA0-049 was approved on 06-Apr-2012 with the current project status as Completed
Details regarding project P-CD-C00-035,The project named appui au developpement de l’agroforesterie communautaire en republique democratique du congo happening in dem rep congo with code P-CD-C00-035 was approved on 02-Apr-2012 with the current project status as Completed
Details regarding project P-SD-KA0-002,The project named debt management & resources mobilization happening in sudan with code P-SD-KA0-002 was approved on 15-Mar-2012 with the current project status as Completed
Details regarding project P-CF-IBE-002,The project named pprojet d’aide d’urgence pour le renforcement de la surveillance epidemiologique du cholera happening in centrafrique with code P-CF-IBE-002 was approved on 14-Mar-2012 with the current project status as Completed
Details regarding project P-NA-IZ0-001,The project named support for establishment of the national medical benefit fund happening in namibia with code P-NA-IZ0-001 was approved on 12-Mar-2012 with the current project status as Completed
Details regarding project P-CI-AA0-019,The project named projet d'appui aux infrastructures agricoles indenie-djubalin (paia-id) happening in côte d'ivoire with code P-CI-AA0-019 was approved on 01-Mar-2012 with the current project status as Ongoing
Details regarding project P-Z1-AAZ-010,The project named cgiar - support to agricultural research happening in multinational with code P-Z1-AAZ-010 was approved on 01-Mar-2012 with the current project status as Closed
